Device_ID,Hostname,IP_Address,Device_Type,Vendor,Model,Location,Rack,Firmware
DEV-0475,access-switch-0475,10.2.221.10,ROUTER,HPE,Aruba-8320,BRANCH-B,R21,10.2.1
DEV-0476,firewall-0476,10.2.222.10,CORE_SWITCH,HPE,Aruba-6300,DC-2,R07,4.28.6M
DEV-0477,firewall-0477,10.2.223.10,CORE_SWITCH,Juniper,EX3400,BRANCH-C,R23,10.2.1
DEV-0478,router-0478,10.2.224.10,DISTRIBUTION_SWITCH,Cisco,ISR-4331,DC-2,R04,16.12.6
DEV-0479,distribution-switch-0479,10.2.225.10,FIREWALL,HPE,Aruba-6300,BRANCH-A,R08,4.28.6M
DEV-0480,core-switch-0480,10.2.226.10,ROUTER,Cisco,ISR-4331,HQ,R15,16.12.6
DEV-0481,firewall-0481,10.2.227.10,CORE_SWITCH,Juniper,MX204,DC-2,R19,20.4R3
DEV-0482,distribution-switch-0482,10.2.228.10,DISTRIBUTION_SWITCH,Dell,S5248F,BRANCH-C,R09,16.12.6
DEV-0483,access-switch-0483,10.2.229.10,ROUTER,HPE,Aruba-8320,HQ,R21,17.9.4
DEV-0484,access-switch-0484,10.2.230.10,DISTRIBUTION_SWITCH,Dell,S5248F,DC-1,R30,4.28.6M
DEV-0485,access-switch-0485,10.2.231.10,CORE_SWITCH,Arista,7050X3,BRANCH-B,R15,17.9.4
DEV-0486,firewall-0486,10.2.232.10,CORE_SWITCH,Dell,S5248F,DC-1,R23,16.12.6
DEV-0487,firewall-0487,10.2.233.10,ACCESS_SWITCH,HPE,Aruba-8320,BRANCH-A,R03,10.2.1
DEV-0488,firewall-0488,10.2.234.10,DISTRIBUTION_SWITCH,Cisco,ISR-4331,BRANCH-A,R12,17.9.4
DEV-0489,access-switch-0489,10.2.235.10,ROUTER,Arista,7280R,DC-1,R23,20.4R3
DEV-0490,access-switch-0490,10.2.236.10,CORE_SWITCH,Juniper,MX204,BRANCH-A,R28,16.12.6
DEV-0491,router-0491,10.2.237.10,FIREWALL,Juniper,EX3400,BRANCH-A,R05,16.12.6
DEV-0492,router-0492,10.2.238.10,ACCESS_SWITCH,Cisco,Catalyst-9300,DC-2,R28,17.9.4
DEV-0493,access-switch-0493,10.2.239.10,ACCESS_SWITCH,HPE,Aruba-6300,HQ,R30,20.4R3
DEV-0494,core-switch-0494,10.2.240.10,FIREWALL,Cisco,ISR-4331,DC-2,R16,4.28.6M
DEV-0495,core-switch-0495,10.2.241.10,ROUTER,HPE,Aruba-6300,BRANCH-B,R18,10.2.1
DEV-0496,access-switch-0496,10.2.242.10,ACCESS_SWITCH,Arista,7050X3,BRANCH-A,R26,20.4R3
DEV-0497,access-switch-0497,10.2.243.10,DISTRIBUTION_SWITCH,Arista,7050X3,DC-2,R06,20.4R3
DEV-0498,firewall-0498,10.2.244.10,DISTRIBUTION_SWITCH,Dell,S5248F,DC-2,R29,10.2.1
DEV-0499,router-0499,10.2.245.10,FIREWALL,Juniper,EX3400,BRANCH-C,R04,17.9.4
DEV-0500,core-switch-0500,10.2.246.10,CORE_SWITCH,HPE,Aruba-6300,BRANCH-B,R27,4.28.6M
